date,category,product_name,quantity,price,total_amount,discount,final_amount
2/9/2024,Health & Wellness,Rice,1,7.63,7.63,1.14,6.49
11/2/2024,Bakery,Onions,1,27.28,27.28,0,27.28
9/13/2023,Household Items,Tomatoes,5,10.32,51.6,4.48,47.12
3/12/2024,Bakery,Milk,2,28.2,56.4,11.28,45.12
11/13/2024,Bakery,Ground Beef,5,3.26,16.3,2.44,13.86
3/15/2024,Bakery,Ground Beef,4,6.11,24.44,3.67,20.77
8/13/2023,Health & Wellness,Yogurt,3,26,78,11.7,66.3
7/6/2024,Snacks & Candy,Apples,4,13.79,55.16,11.03,44.13
6/22/2025,Produce,Tomatoes,4,25.76,103.04,3.15,99.89
2/22/2025,Meat & Seafood,Pasta,4,14.44,57.76,5.78,51.98
3/22/2025,Household Items,Potatoes,1,10.65,10.65,2.13,8.52
5/17/2024,Bakery,Bananas,1,25.98,25.98,2.6,23.38
6/13/2024,Snacks & Candy,Tomatoes,3,12.13,36.39,3.64,32.75
10/22/2024,Dairy,Tomatoes,5,5.7,28.5,4.27,24.23
5/14/2024,Personal Care,Potatoes,3,21.19,63.57,6.36,57.21
10/3/2023,Bakery,Potatoes,1,27.71,27.71,0,27.71
9/1/2024,Frozen Foods,Salmon,2,8.36,16.72,1.47,15.25
3/22/2025,Health & Wellness,Tomatoes,4,21.47,85.88,4.64,81.24
5/9/2025,Meat & Seafood,Cheese,3,21.05,63.15,2.23,60.92
11/14/2023,Dairy,Chicken Breast,5,23.51,117.55,17.63,99.92
6/7/2024,Snacks & Candy,Rice,1,29.61,29.61,1.39,28.22
4/15/2025,Personal Care,Cheese,3,22.25,66.75,10.01,56.74
10/13/2024,Meat & Seafood,Yogurt,4,6.27,25.08,2.51,22.57
3/15/2025,Meat & Seafood,Yogurt,1,22.74,22.74,3.41,19.33
1/8/2024,Beverages,Chicken Breast,2,3.3,6.6,2.11,4.49
6/13/2024,Produce,Ground Beef,4,15.06,60.24,1.24,59
9/7/2023,Health & Wellness,Milk,1,7.11,7.11,0.71,6.4
9/6/2023,Frozen Foods,Potatoes,4,22.94,91.76,13.76,78
2/11/2025,Health & Wellness,Cereal,3,24.68,74.04,0,74.04
4/22/2025,Snacks & Candy,Milk,3,26.31,78.93,2.83,76.1
9/13/2024,Meat & Seafood,Bananas,5,4.55,22.75,0,22.75
11/30/2023,Canned Goods,Salmon,5,20.89,104.45,2.65,101.8
11/23/2023,Produce,Cereal,1,19.37,19.37,0,19.37
7/30/2025,Health & Wellness,Salmon,2,18.59,37.18,5.58,31.6
12/11/2023,Beverages,Chicken Breast,4,9.51,38.04,4.5,33.54
11/27/2024,Produce,Eggs,4,24.1,96.4,19.28,77.12
11/10/2024,Dairy,Potatoes,5,7.98,39.9,0,39.9
9/4/2024,Dairy,Cheese,1,5.64,5.64,0.56,5.08
9/23/2024,Bakery,Pasta,4,28.58,114.32,0,114.32
2/7/2025,Personal Care,Potatoes,1,24.06,24.06,4.07,19.99
8/9/2024,Health & Wellness,Cereal,4,27.38,109.52,0,109.52
5/19/2024,Snacks & Candy,Ground Beef,2,8.5,17,1.36,15.64
1/11/2025,Dairy,Orange Juice,2,25.74,51.48,3.95,47.53
6/25/2024,Produce,Onions,2,25.56,51.12,7.67,43.45
4/16/2025,Personal Care,Ground Beef,1,12.45,12.45,1.87,10.58
11/12/2024,Frozen Foods,Ground Beef,4,20.71,82.84,16.57,66.27
2/29/2024,Household Items,Cereal,3,15.56,46.68,7,39.68
2/17/2025,Health & Wellness,Yogurt,4,9.44,37.76,4.92,32.84
11/2/2024,Meat & Seafood,Yogurt,2,21.3,42.6,4.26,38.34
12/17/2023,Frozen Foods,Apples,1,16.88,16.88,0,16.88
12/7/2024,Canned Goods,Tomatoes,4,3.07,12.28,1.84,10.44
11/29/2023,Personal Care,Tomatoes,1,4.79,4.79,0,4.79
8/31/2023,Beverages,Apples,5,4.98,24.9,3.73,21.17
1/2/2024,Bakery,Yogurt,2,22.31,44.62,0,44.62
7/14/2024,Health & Wellness,Eggs,4,28.55,114.2,1.38,112.82
6/27/2024,Meat & Seafood,Milk,1,29.42,29.42,2.74,26.68
6/22/2024,Health & Wellness,Tomatoes,2,1.98,3.96,0.4,3.56
6/20/2024,Household Items,Apples,4,23.49,93.96,9.4,84.56
3/30/2025,Frozen Foods,Salmon,3,1.33,3.99,2.96,1.03
6/14/2025,Bakery,Bananas,5,17.61,88.05,13.21,74.84
2/5/2025,Household Items,Apples,4,15.03,60.12,9.02,51.1
9/12/2024,Dairy,Cereal,1,21.69,21.69,2.17,19.52
10/15/2024,Snacks & Candy,Onions,5,23.71,118.55,3.08,115.47
1/2/2025,Health & Wellness,Chicken Breast,2,28.99,57.98,11.6,46.38
9/18/2024,Produce,Onions,4,24.2,96.8,19.36,77.44
4/6/2024,Health & Wellness,Apples,1,17.3,17.3,4.92,12.38
7/29/2024,Frozen Foods,Orange Juice,5,5.97,29.85,5.97,23.88
4/28/2024,Produce,Carrots,3,20.11,60.33,2.96,57.37
5/8/2024,Personal Care,Orange Juice,5,16.6,83,0,83
11/22/2024,Bakery,Milk,2,5.1,10.2,2.04,8.16
1/3/2024,Bakery,Orange Juice,3,4.72,14.16,3.2,10.96
3/10/2024,Snacks & Candy,Apples,4,14.22,56.88,0,56.88
1/28/2024,Meat & Seafood,Onions,2,3.04,6.08,0,6.08
3/27/2025,Canned Goods,Carrots,5,5.75,28.75,4.31,24.44
2/4/2025,Snacks & Candy,Bananas,5,8.17,40.85,1.44,39.41
1/24/2025,Snacks & Candy,Bread,3,19.56,58.68,8.8,49.88
4/9/2024,Bakery,Pasta,1,3.83,3.83,0.38,3.45
5/3/2024,Dairy,Apples,5,22.11,110.55,3.12,107.43
3/17/2024,Personal Care,Pasta,5,3.86,19.3,2.9,16.4
10/25/2024,Meat & Seafood,Orange Juice,5,16.99,84.95,8.5,76.45
5/27/2024,Frozen Foods,Bananas,5,21.67,108.35,21.67,86.68
5/3/2025,Household Items,Pasta,1,27.62,27.62,0,27.62
3/29/2025,Health & Wellness,Cheese,4,6.3,25.2,2.15,23.05
3/19/2024,Personal Care,Ground Beef,3,19.42,58.26,5.83,52.43
3/17/2024,Dairy,Bread,1,22.16,22.16,4.43,17.73
5/2/2024,Dairy,Rice,5,27.95,139.75,13.98,125.77
12/28/2024,Meat & Seafood,Potatoes,4,15.93,63.72,6.37,57.35
3/9/2025,Household Items,Yogurt,1,21.7,21.7,4.34,17.36
1/20/2024,Health & Wellness,Milk,5,14,70,14,56
5/11/2025,Canned Goods,Eggs,5,11.24,56.2,5.62,50.58
3/4/2024,Meat & Seafood,Orange Juice,1,10.79,10.79,4.4,6.39
11/21/2023,Frozen Foods,Rice,4,9.5,38,0,38
11/27/2024,Bakery,Rice,5,24.94,124.7,4.39,120.31
2/11/2024,Canned Goods,Bananas,5,14.34,71.7,1.02,70.68
1/8/2025,Snacks & Candy,Orange Juice,1,3.93,3.93,3.12,0.81
1/29/2024,Snacks & Candy,Chicken Breast,4,1.19,4.76,0.95,3.81
9/16/2023,Snacks & Candy,Orange Juice,3,11.56,34.68,4.25,30.43
6/23/2024,Beverages,Salmon,2,5.05,10.1,2.44,7.66
2/14/2025,Dairy,Yogurt,3,2.16,6.48,0,6.48
10/24/2023,Produce,Apples,2,28.49,56.98,2.68,54.3
8/11/2023,Beverages,Eggs,3,22.77,68.31,3.9,64.41
6/18/2024,Meat & Seafood,Chicken Breast,1,23.98,23.98,3.6,20.38
8/11/2024,Produce,Ground Beef,1,20.66,20.66,3.95,16.71
3/16/2025,Beverages,Rice,3,15.08,45.24,9.05,36.19
4/12/2024,Personal Care,Apples,2,9.14,18.28,0,18.28
12/20/2024,Health & Wellness,Cheese,2,14.73,29.46,0,29.46
7/12/2025,Household Items,Apples,2,29.77,59.54,11.91,47.63
12/25/2024,Meat & Seafood,Tomatoes,1,8.93,8.93,0.89,8.04
9/25/2024,Household Items,Yogurt,1,26.06,26.06,2.23,23.83
7/16/2025,Bakery,Cereal,4,14.89,59.56,0,59.56
6/26/2024,Frozen Foods,Chicken Breast,3,11.53,34.59,0,34.59
8/1/2025,Bakery,Cereal,1,6.26,6.26,0,6.26
5/17/2025,Bakery,Rice,4,9.11,36.44,3.64,32.8
4/10/2025,Frozen Foods,Potatoes,3,10.68,32.04,0,32.04
12/29/2023,Health & Wellness,Onions,2,10.6,21.2,0,21.2
6/17/2025,Household Items,Orange Juice,2,19.85,39.7,4.55,35.15
8/14/2023,Health & Wellness,Chicken Breast,1,18,18,3.6,14.4
10/21/2024,Dairy,Bread,5,18.94,94.7,18.94,75.76
7/28/2025,Meat & Seafood,Milk,2,6.55,13.1,4.9,8.2
3/15/2024,Beverages,Chicken Breast,4,2.95,11.8,2.36,9.44
12/17/2024,Meat & Seafood,Rice,1,28.71,28.71,0,28.71
9/17/2024,Beverages,Onions,5,29.16,145.8,2.54,143.26
6/27/2025,Snacks & Candy,Pasta,2,6.33,12.66,3.79,8.87
5/29/2025,Beverages,Carrots,5,8.5,42.5,6.38,36.12
8/4/2024,Personal Care,Chicken Breast,2,7.48,14.96,2.24,12.72
1/3/2024,Health & Wellness,Eggs,3,27.88,83.64,0,83.64
4/19/2024,Bakery,Onions,1,1.03,1.03,0.15,0.88
2/24/2025,Personal Care,Pasta,2,12.83,25.66,3.85,21.81
12/22/2024,Health & Wellness,Bananas,3,7.35,22.05,4.41,17.64
2/15/2025,Produce,Onions,5,4.08,20.4,0,20.4
8/17/2023,Health & Wellness,Onions,2,24.68,49.36,7.4,41.96
4/12/2025,Household Items,Tomatoes,2,13.93,27.86,4.18,23.68
10/21/2024,Beverages,Bread,4,6.25,25,5,20
12/21/2023,Meat & Seafood,Rice,1,9.98,9.98,1,8.98
5/10/2025,Dairy,Eggs,1,13.36,13.36,3.9,9.46
9/10/2024,Produce,Chicken Breast,4,12.13,48.52,0,48.52
10/13/2023,Meat & Seafood,Ground Beef,1,8.75,8.75,4.83,3.92
1/7/2025,Personal Care,Cereal,1,6.86,6.86,1.37,5.49
12/28/2023,Canned Goods,Potatoes,2,8.06,16.12,0,16.12
8/11/2024,Dairy,Bananas,1,3.97,3.97,4.55,-0.58
8/2/2025,Meat & Seafood,Bananas,2,1.69,3.38,0.68,2.7
8/12/2023,Health & Wellness,Rice,2,27.72,55.44,0,55.44
5/30/2024,Beverages,Apples,1,7.5,7.5,1.12,6.38
7/18/2024,Household Items,Cereal,1,11.44,11.44,3.42,8.02
4/19/2024,Snacks & Candy,Carrots,3,18.38,55.14,11.03,44.11
11/1/2024,Household Items,Rice,3,26.38,79.14,0,79.14
2/26/2024,Frozen Foods,Bread,1,25.98,25.98,0,25.98
1/26/2025,Canned Goods,Eggs,4,13.94,55.76,1.45,54.31
9/24/2023,Frozen Foods,Eggs,1,10.36,10.36,1.04,9.32
8/2/2024,Canned Goods,Potatoes,4,14.95,59.8,4.17,55.63
12/9/2023,Meat & Seafood,Ground Beef,4,13.13,52.52,3.14,49.38
1/20/2025,Snacks & Candy,Bread,5,21.72,108.6,0,108.6
7/23/2025,Bakery,Orange Juice,1,6.89,6.89,1.03,5.86
1/24/2025,Beverages,Eggs,1,2.72,2.72,0.54,2.18
12/15/2024,Beverages,Eggs,5,29.17,145.85,29.17,116.68
5/18/2024,Bakery,Milk,2,4.39,8.78,0.88,7.9
1/24/2024,Snacks & Candy,Orange Juice,1,21.33,21.33,2.13,19.2
8/12/2024,Produce,Eggs,3,5.09,15.27,3.28,11.99
7/25/2024,Meat & Seafood,Apples,4,22.55,90.2,9.02,81.18
6/24/2024,Canned Goods,Salmon,1,9.31,9.31,0,9.31
7/15/2025,Household Items,Apples,5,5.64,28.2,0,28.2
3/17/2025,Personal Care,Pasta,5,15.54,77.7,7.77,69.93
4/20/2025,Frozen Foods,Bread,5,11.94,59.7,0,59.7
3/20/2025,Snacks & Candy,Milk,2,12.37,24.74,0,24.74
1/16/2025,Beverages,Cereal,4,24.98,99.92,14.99,84.93
9/18/2024,Bakery,Pasta,1,4.02,4.02,1.96,2.06
9/20/2024,Personal Care,Chicken Breast,1,7.14,7.14,1.43,5.71
10/6/2023,Bakery,Milk,2,8.8,17.6,4.95,12.65
9/23/2023,Produce,Milk,3,3.69,11.07,1.66,9.41
7/8/2025,Snacks & Candy,Carrots,2,10.11,20.22,4.04,16.18
1/11/2024,Canned Goods,Cheese,5,3.92,19.6,3.35,16.25
12/1/2023,Beverages,Milk,3,5.67,17.01,4.54,12.47
4/17/2024,Bakery,Yogurt,2,23.29,46.58,4.66,41.92
7/15/2024,Canned Goods,Rice,3,19.07,57.21,4.56,52.65
1/16/2025,Bakery,Yogurt,5,18.59,92.95,3.51,89.44
2/13/2025,Dairy,Bananas,2,23.21,46.42,4.64,41.78
10/16/2023,Beverages,Cereal,2,28.08,56.16,8.42,47.74
7/18/2024,Canned Goods,Bread,1,6.19,6.19,0.93,5.26
7/24/2024,Frozen Foods,Salmon,2,28.25,56.5,2.45,54.05
9/8/2024,Snacks & Candy,Cheese,5,27.59,137.95,20.69,117.26
7/26/2024,Household Items,Cereal,3,3.41,10.23,1.53,8.7
10/14/2024,Household Items,Milk,2,21.28,42.56,8.51,34.05
1/10/2025,Frozen Foods,Tomatoes,2,17.52,35.04,7.01,28.03
2/18/2025,Beverages,Bread,3,14.5,43.5,1.34,42.16
6/9/2024,Snacks & Candy,Cheese,2,12.63,25.26,3.79,21.47
5/2/2025,Bakery,Potatoes,1,9.06,9.06,0.91,8.15
3/8/2025,Health & Wellness,Yogurt,3,17.47,52.41,4.75,47.66
10/29/2024,Snacks & Candy,Potatoes,2,2.56,5.12,0,5.12
9/11/2023,Frozen Foods,Pasta,2,3.41,6.82,0.68,6.14
4/30/2024,Frozen Foods,Salmon,4,16.21,64.84,12.97,51.87
9/30/2024,Dairy,Cheese,3,28.93,86.79,17.36,69.43
8/1/2025,Snacks & Candy,Potatoes,4,16.52,66.08,0,66.08
8/1/2025,Canned Goods,Tomatoes,1,17.26,17.26,3.89,13.37
8/31/2023,Canned Goods,Cereal,1,5.35,5.35,0.54,4.81
6/19/2024,Dairy,Cheese,3,16.09,48.27,9.65,38.62
3/26/2025,Health & Wellness,Chicken Breast,1,7.33,7.33,0,7.33
3/23/2025,Meat & Seafood,Tomatoes,2,11.08,22.16,0,22.16
5/23/2024,Canned Goods,Orange Juice,1,9.75,9.75,0,9.75
7/20/2024,Health & Wellness,Salmon,4,12.89,51.56,4.9,46.66
5/24/2024,Dairy,Apples,4,13.41,53.64,2.74,50.9
1/18/2025,Health & Wellness,Cheese,3,21.35,64.05,4.22,59.83
11/18/2023,Dairy,Bananas,5,28.03,140.15,0,140.15
11/7/2023,Dairy,Salmon,5,17.85,89.25,8.93,80.32
9/27/2024,Bakery,Salmon,5,12.04,60.2,2.4,57.8
9/20/2024,Snacks & Candy,Tomatoes,1,28.24,28.24,2.13,26.11
2/22/2025,Frozen Foods,Cheese,2,1.11,2.22,1.06,1.16
5/16/2025,Canned Goods,Carrots,5,10.2,51,10.2,40.8
3/16/2025,Snacks & Candy,Yogurt,5,19.68,98.4,2.72,95.68
3/25/2024,Meat & Seafood,Tomatoes,3,15.99,47.97,3.84,44.13
1/11/2025,Personal Care,Chicken Breast,5,23.73,118.65,1.64,117.01
7/1/2024,Bakery,Bread,1,1.73,1.73,3.47,-1.74
5/27/2024,Dairy,Tomatoes,1,22.52,22.52,0,22.52
2/15/2024,Meat & Seafood,Ground Beef,2,9.6,19.2,0,19.2
5/1/2024,Frozen Foods,Milk,3,3.4,10.2,0,10.2
3/8/2024,Dairy,Salmon,5,4.55,22.75,3.41,19.34
8/4/2025,Dairy,Bread,4,25.48,101.92,10.19,91.73
9/1/2023,Beverages,Bananas,4,3.12,12.48,2.5,9.98
11/26/2024,Snacks & Candy,Cereal,4,24.44,97.76,4.61,93.15
2/9/2024,Dairy,Cereal,3,15.02,45.06,9.01,36.05
9/28/2023,Frozen Foods,Chicken Breast,2,18.57,37.14,3.05,34.09
11/10/2024,Bakery,Orange Juice,1,27.05,27.05,5.41,21.64
7/18/2024,Dairy,Eggs,3,8.93,26.79,4.02,22.77
2/13/2024,Health & Wellness,Rice,4,22.6,90.4,4.79,85.61
6/14/2024,Frozen Foods,Apples,2,20.91,41.82,4.18,37.64
2/5/2024,Household Items,Rice,2,24.02,48.04,4.8,43.24
1/22/2024,Snacks & Candy,Pasta,3,19.05,57.15,5.71,51.44
11/23/2023,Household Items,Orange Juice,3,27.03,81.09,8.11,72.98
3/18/2024,Produce,Carrots,3,18.01,54.03,5.4,48.63
5/1/2025,Dairy,Apples,3,13.44,40.32,8.06,32.26
10/28/2024,Bakery,Orange Juice,3,5.2,15.6,2.27,13.33
2/7/2024,Canned Goods,Yogurt,4,17.45,69.8,1.26,68.54
6/17/2025,Household Items,Yogurt,5,7.3,36.5,0,36.5
12/31/2024,Household Items,Cheese,4,10.21,40.84,8.17,32.67
1/25/2024,Beverages,Potatoes,1,29.71,29.71,2.81,26.9
3/27/2024,Household Items,Tomatoes,2,17.71,35.42,0,35.42
9/23/2023,Beverages,Rice,2,25.4,50.8,4.67,46.13
12/5/2024,Canned Goods,Bananas,1,14.62,14.62,0,14.62
10/11/2024,Frozen Foods,Cereal,3,12.6,37.8,3.78,34.02
9/12/2023,Snacks & Candy,Rice,4,15.3,61.2,9.18,52.02
12/18/2024,Produce,Ground Beef,1,24.93,24.93,3.74,21.19
4/8/2025,Bakery,Apples,1,6.53,6.53,4.96,1.57
4/10/2024,Frozen Foods,Milk,1,2.38,2.38,0.36,2.02
6/19/2024,Household Items,Tomatoes,3,21.25,63.75,2.84,60.91
3/26/2024,Canned Goods,Eggs,5,26.74,133.7,0,133.7
12/27/2023,Health & Wellness,Chicken Breast,5,16.29,81.45,0,81.45
8/8/2024,Frozen Foods,Cereal,4,7.54,30.16,0,30.16
5/27/2025,Canned Goods,Onions,2,20.11,40.22,0,40.22
3/27/2024,Dairy,Potatoes,1,7.15,7.15,0.72,6.43
4/23/2025,Bakery,Potatoes,1,10.86,10.86,1.63,9.23
7/17/2025,Health & Wellness,Eggs,5,4.05,20.25,3.04,17.21
10/16/2024,Beverages,Carrots,2,23.61,47.22,7.08,40.14
6/25/2024,Meat & Seafood,Rice,5,19.79,98.95,3.98,94.97
11/19/2023,Produce,Salmon,2,8.73,17.46,2.62,14.84
2/11/2024,Dairy,Onions,1,11.27,11.27,1.13,10.14
1/11/2024,Snacks & Candy,Carrots,3,2.53,7.59,1.2,6.39
12/21/2024,Snacks & Candy,Yogurt,3,6.48,19.44,3.43,16.01
7/23/2025,Snacks & Candy,Chicken Breast,1,19.73,19.73,3.95,15.78
5/25/2025,Produce,Milk,5,8.71,43.55,6.53,37.02
10/17/2023,Household Items,Tomatoes,4,12.38,49.52,4.95,44.57
2/19/2025,Meat & Seafood,Yogurt,3,19.46,58.38,0,58.38
9/16/2023,Dairy,Apples,5,27.32,136.6,0,136.6
5/25/2024,Bakery,Apples,3,20.75,62.25,9.34,52.91
6/15/2025,Meat & Seafood,Bananas,4,13.4,53.6,8.04,45.56
12/31/2023,Meat & Seafood,Bananas,5,11.2,56,5.6,50.4
8/13/2024,Beverages,Chicken Breast,1,24.74,24.74,4.95,19.79
6/12/2025,Personal Care,Apples,2,23.47,46.94,0,46.94
3/29/2024,Beverages,Potatoes,3,29.69,89.07,13.36,75.71
1/18/2024,Beverages,Bananas,3,9.72,29.16,2.08,27.08
3/4/2025,Health & Wellness,Bananas,2,29.37,58.74,0,58.74
3/9/2025,Canned Goods,Potatoes,1,8.08,8.08,1.21,6.87
7/17/2025,Dairy,Yogurt,4,19.51,78.04,0,78.04
1/28/2025,Beverages,Carrots,2,8.68,17.36,2.6,14.76
6/10/2024,Household Items,Cheese,3,9.96,29.88,1.49,28.39
10/8/2024,Household Items,Orange Juice,3,4.19,12.57,0,12.57
3/31/2025,Beverages,Eggs,5,29.02,145.1,21.76,123.34
5/28/2024,Frozen Foods,Bread,3,1.44,4.32,0.65,3.67
9/24/2024,Produce,Potatoes,3,1.14,3.42,2.01,1.41
4/2/2024,Frozen Foods,Carrots,5,5.49,27.45,5.49,21.96
5/12/2024,Snacks & Candy,Bread,3,7.34,22.02,4.4,17.62
6/22/2025,Snacks & Candy,Tomatoes,1,26.89,26.89,2.24,24.65
8/2/2024,Health & Wellness,Cereal,5,5.03,25.15,3.77,21.38
4/21/2025,Snacks & Candy,Onions,2,9.72,19.44,4.71,14.73
3/20/2025,Personal Care,Apples,4,23.68,94.72,1.55,93.17
7/17/2025,Canned Goods,Carrots,3,14.57,43.71,4.37,39.34
5/20/2024,Beverages,Bananas,5,1.76,8.8,4.02,4.78
6/23/2024,Bakery,Carrots,3,4.68,14.04,4.02,10.02
10/16/2024,Meat & Seafood,Tomatoes,1,14.41,14.41,1.34,13.07
3/4/2025,Health & Wellness,Chicken Breast,3,18.23,54.69,2.93,51.76
8/19/2023,Produce,Chicken Breast,5,20.55,102.75,0,102.75
10/9/2024,Personal Care,Eggs,5,22.46,112.3,22.46,89.84
3/23/2024,Frozen Foods,Rice,1,24.35,24.35,1.27,23.08
1/6/2024,Household Items,Chicken Breast,5,3.8,19,1.9,17.1
2/1/2024,Personal Care,Salmon,4,2.6,10.4,1.04,9.36
10/22/2024,Meat & Seafood,Ground Beef,5,8.54,42.7,0,42.7
8/28/2024,Snacks & Candy,Eggs,1,6.35,6.35,1.27,5.08
2/22/2024,Personal Care,Yogurt,4,14.92,59.68,2.97,56.71
2/19/2025,Snacks & Candy,Tomatoes,1,14.44,14.44,2.89,11.55
7/29/2024,Frozen Foods,Salmon,1,17.35,17.35,3.58,13.77
2/26/2025,Produce,Orange Juice,2,14.56,29.12,4.37,24.75
12/16/2023,Meat & Seafood,Orange Juice,5,25.81,129.05,19.36,109.69
2/16/2025,Snacks & Candy,Carrots,1,6.05,6.05,0,6.05
8/20/2024,Beverages,Eggs,3,23.75,71.25,7.12,64.13
7/19/2025,Health & Wellness,Potatoes,4,28.9,115.6,3.83,111.77
12/17/2024,Health & Wellness,Carrots,3,4.74,14.22,3.47,10.75
9/16/2024,Dairy,Milk,1,25.7,25.7,3.66,22.04
5/19/2025,Health & Wellness,Potatoes,3,23.03,69.09,4.6,64.49
5/3/2025,Snacks & Candy,Cheese,1,2.79,2.79,4.39,-1.6
3/22/2025,Beverages,Orange Juice,5,19.3,96.5,14.47,82.03
6/22/2024,Beverages,Tomatoes,2,29.67,59.34,11.87,47.47
5/22/2025,Beverages,Salmon,3,7.53,22.59,2.26,20.33
9/28/2023,Bakery,Bread,5,1.69,8.45,1.69,6.76
8/14/2023,Meat & Seafood,Bananas,3,23.45,70.35,10.55,59.8
9/2/2024,Health & Wellness,Carrots,4,6.5,26,2.41,23.59
5/22/2024,Meat & Seafood,Bread,4,13.39,53.56,1.31,52.25
11/28/2024,Frozen Foods,Chicken Breast,1,15.45,15.45,1.9,13.55
12/31/2024,Frozen Foods,Tomatoes,3,2.96,8.88,1.33,7.55
8/19/2023,Personal Care,Ground Beef,5,28.01,140.05,14.01,126.04
9/23/2024,Personal Care,Chicken Breast,5,14.65,73.25,0,73.25
8/16/2023,Produce,Cereal,4,8.56,34.24,6.85,27.39
9/21/2024,Personal Care,Cereal,1,7.82,7.82,1.17,6.65
9/26/2024,Snacks & Candy,Bread,5,14.87,74.35,0,74.35
8/20/2023,Dairy,Milk,4,15.71,62.84,6.28,56.56
4/29/2025,Frozen Foods,Ground Beef,1,28,28,3.43,24.57
4/24/2025,Health & Wellness,Bananas,5,14.97,74.85,0,74.85
10/29/2023,Snacks & Candy,Cheese,5,4.99,24.95,4.93,20.02
9/17/2024,Canned Goods,Yogurt,3,13.65,40.95,8.19,32.76
2/10/2024,Household Items,Bananas,2,12.97,25.94,4.49,21.45
11/30/2024,Produce,Bread,1,4.66,4.66,2.26,2.4
2/19/2024,Frozen Foods,Eggs,5,12.53,62.65,0,62.65
3/1/2024,Dairy,Pasta,5,6.96,34.8,6.96,27.84
10/7/2023,Frozen Foods,Orange Juice,5,9.48,47.4,4.57,42.83
6/17/2024,Personal Care,Carrots,1,2.56,2.56,0,2.56
10/18/2024,Frozen Foods,Bread,2,27.44,54.88,8.23,46.65
1/29/2025,Bakery,Chicken Breast,3,22.01,66.03,4.91,61.12
3/26/2024,Health & Wellness,Salmon,1,1.61,1.61,0.24,1.37
12/26/2024,Household Items,Tomatoes,3,24.98,74.94,11.24,63.7
10/18/2023,Beverages,Bananas,4,12.15,48.6,9.72,38.88
5/27/2024,Meat & Seafood,Cheese,5,2.51,12.55,4.05,8.5
10/9/2024,Household Items,Cereal,3,24.49,73.47,2.36,71.11
9/19/2023,Snacks & Candy,Milk,1,17.04,17.04,2.85,14.19
2/2/2025,Frozen Foods,Apples,4,14.54,58.16,11.63,46.53
10/10/2023,Frozen Foods,Pasta,1,29.96,29.96,4.49,25.47
5/24/2025,Produce,Pasta,3,8.78,26.34,2.23,24.11
12/19/2024,Frozen Foods,Apples,4,14.41,57.64,5.76,51.88
10/19/2024,Canned Goods,Potatoes,5,7.31,36.55,5.48,31.07
7/2/2025,Canned Goods,Bread,4,6.2,24.8,3.72,21.08
7/20/2025,Meat & Seafood,Ground Beef,2,5.25,10.5,2.1,8.4
2/1/2024,Health & Wellness,Milk,2,20.84,41.68,2.27,39.41
7/7/2025,Bakery,Milk,3,29.27,87.81,3.87,83.94
3/4/2024,Canned Goods,Chicken Breast,1,15.69,15.69,3.14,12.55
7/24/2025,Canned Goods,Orange Juice,4,3.06,12.24,2.45,9.79
1/19/2025,Canned Goods,Orange Juice,3,29.27,87.81,8.78,79.03
7/5/2025,Household Items,Bananas,2,11.67,23.34,1.1,22.24
10/17/2024,Canned Goods,Carrots,5,23.71,118.55,23.71,94.84
12/24/2023,Household Items,Milk,2,12.04,24.08,4.83,19.25
8/19/2023,Household Items,Carrots,5,19.27,96.35,3.93,92.42
11/4/2024,Produce,Potatoes,5,16.08,80.4,16.08,64.32
3/13/2025,Bakery,Cereal,2,24.16,48.32,9.66,38.66
7/28/2025,Canned Goods,Chicken Breast,2,13.9,27.8,4.17,23.63
3/26/2024,Canned Goods,Onions,5,3.21,16.05,1.92,14.13
10/18/2024,Bakery,Eggs,5,8.09,40.45,0,40.45
10/20/2024,Household Items,Pasta,3,10.9,32.7,3.27,29.43
1/13/2025,Personal Care,Eggs,5,15.32,76.6,15.32,61.28
4/20/2024,Produce,Apples,1,13.13,13.13,0,13.13
3/15/2025,Meat & Seafood,Milk,4,1.68,6.72,1.34,5.38
4/11/2025,Personal Care,Tomatoes,4,11.27,45.08,0,45.08
8/29/2024,Dairy,Cereal,3,18.14,54.42,0,54.42
9/17/2023,Dairy,Orange Juice,4,27.4,109.6,0,109.6
7/11/2024,Frozen Foods,Potatoes,2,22.26,44.52,8.9,35.62
5/19/2025,Household Items,Orange Juice,4,11.99,47.96,3.89,44.07
4/27/2024,Dairy,Ground Beef,3,15.3,45.9,6.88,39.02
3/29/2025,Snacks & Candy,Cereal,2,28.64,57.28,5.73,51.55
8/30/2023,Frozen Foods,Cereal,1,11.06,11.06,1.66,9.4
4/6/2025,Beverages,Salmon,2,26.67,53.34,4.01,49.33
8/22/2024,Health & Wellness,Pasta,2,3.77,7.54,3.39,4.15
5/9/2024,Personal Care,Onions,2,1.18,2.36,0.35,2.01
7/7/2024,Frozen Foods,Cheese,4,16.1,64.4,9.66,54.74
1/15/2025,Dairy,Salmon,4,15.29,61.16,9.17,51.99
10/12/2023,Canned Goods,Bread,2,22.08,44.16,2.34,41.82
4/17/2025,Health & Wellness,Carrots,1,21.49,21.49,2.15,19.34
2/10/2025,Personal Care,Cereal,2,25.39,50.78,0,50.78
10/9/2023,Bakery,Eggs,5,11.9,59.5,0,59.5
